,query,_id,_score,symbol,notfound
588,ENSG00000140859,3801,25.296564,KIFC3,
589,ENSG00000233895,,,,True
590,ENSG00000237596,644135,26.127375,LOC644135,
591,ENSG00000132329,10267,25.303558,RAMP1,
592,ENSG00000183632,24150,25.303558,TP53TG3,
593,ENSG00000198053,140885,24.761679,SIRPA,
594,ENSG00000099331,4650,25.304031,MYO9B,
595,ENSG00000133216,2048,24.756868,EPHB2,
596,ENSG00000111249,23316,25.299124,CUX2,
597,ENSG00000184716,619189,25.299076,SERINC4,
598,ENSG00000125952,4149,24.756824,MAX,
599,ENSG00000113070,1839,24.349392,HBEGF,
600,ENSG00000139187,10219,24.754364,KLRG1,
601,ENSG00000105737,2901,25.303984,GRIK5,
602,ENSG00000134686,1912,25.303984,PHC2,
603,ENSG00000145287,51316,25.303558,PLAC8,
604,ENSG00000177989,440836,25.303558,ODF3B,
605,ENSG00000050820,9564,24.349392,BCAR1,
606,ENSG00000223387,105374219,25.296564,LINC02068,
607,ENSG00000125844,6238,25.304031,RRBP1,
608,ENSG00000254703,100507392,25.304031,SENCR,
609,ENSG00000137726,53826,25.303982,FXYD6,
610,ENSG00000150540,3176,24.76163,HNMT,
611,ENSG00000155659,11326,25.299124,VSIG4,
612,ENSG00000175489,126364,24.756868,LRRC25,
613,ENSG00000257595,105369984,25.303984,LINC02356,
614,ENSG00000182566,339390,25.299076,CLEC4G,
615,ENSG00000111199,59341,24.35181,TRPV4,
616,ENSG00000099381,9739,24.35613,SETD1A,
617,ENSG00000111321,4055,25.303558,LTBR,
618,ENSG00000112115,3605,24.356537,IL17A,
619,ENSG00000033627,535,24.761631,ATP6V0A1,
620,ENSG00000149403,2900,25.303984,GRIK4,
621,ENSG00000167100,201191,25.303982,SAMD14,
622,ENSG00000240403,3812,25.299076,KIR3DL2,
623,ENSG00000114166,8850,24.76163,KAT2B,
624,ENSG00000124882,2069,24.349392,EREG,
625,ENSG00000135709,9764,25.304031,KIAA0513,
626,ENSG00000228022,105375013,25.304031,HCG20,
627,ENSG00000204065,340543,25.303982,TCEAL5,
628,ENSG00000240440,ENSG00000240440,26.12737,,
629,ENSG00000196411,2050,24.356537,EPHB4,
630,ENSG00000100373,7380,25.296564,UPK3A,
631,ENSG00000167011,375607,25.296564,NAT16,
632,ENSG00000235890,ENSG00000235890,26.127419,TSPEAR-AS1,
633,ENSG00000133246,84106,24.761211,PRAM1,
634,ENSG00000107551,83937,25.303558,RASSF4,
635,ENSG00000204475,259197,25.299124,NCR3,
636,ENSG00000158246,115572,24.76163,TENT5B,
637,ENSG00000168995,27036,25.303982,SIGLEC7,
638,ENSG00000224805,100874253,24.756868,LINC00853,
639,ENSG00000169403,5724,24.761679,PTAFR,
640,ENSG00000147535,84513,24.756868,PLPP5,
641,ENSG00000145220,55646,24.756868,LYAR,
642,ENSG00000145428,285533,25.299124,RNF175,
643,ENSG00000139899,643866,25.299076,CBLN3,
644,ENSG00000198019,ENSG00000198019,26.127419,FCGR1B,
645,ENSG00000143595,89872,24.349392,AQP10,
646,ENSG00000186081,3852,24.76163,KRT5,
647,ENSG00000181444,168544,25.296564,ZNF467,
648,ENSG00000233896,727993,25.303984,PDYN-AS1,
649,ENSG00000197461,5154,24.754364,PDGFA,
650,ENSG00000100906,4792,24.35613,NFKBIA,
651,ENSG00000090659,30835,25.304031,CD209,
652,ENSG00000088053,51206,24.356537,GP6,
653,ENSG00000228779,ENSG00000228779,26.11972,,
654,ENSG00000267549,ENSG00000267549,26.11972,ZSCAN5A-AS1,
655,ENSG00000271868,ENSG00000271868,26.11972,,
656,ENSG00000198574,117157,25.299124,SH2D1B,
657,ENSG00000142676,6135,24.756824,RPL11,
658,ENSG00000262074,ENSG00000262074,26.12694,SNORD3B-2,
659,ENSG00000153823,55022,25.304031,PID1,
660,ENSG00000169347,2813,24.761631,GP2,
661,ENSG00000028137,7133,24.356537,TNFRSF1B,
662,ENSG00000259113,ENSG00000259113,26.11972,,
663,ENSG00000101470,7125,25.299124,TNNC2,
664,ENSG00000103375,343,24.356537,AQP8,
665,ENSG00000073464,1183,25.299124,CLCN4,
666,ENSG00000230461,ENSG00000230461,26.12737,PROX1-AS1,
667,ENSG00000204103,9935,24.761679,MAFB,
668,ENSG00000176485,11145,25.304031,PLAAT3,
669,ENSG00000197903,85236,24.756868,H2BC12,
670,ENSG00000108352,51195,24.756868,RAPGEFL1,
671,ENSG00000143994,84696,25.303982,ABHD1,
672,ENSG00000254528,ENSG00000254528,26.12737,,
673,ENSG00000105640,6142,24.76163,RPL18A,
674,ENSG00000092841,4637,25.303982,MYL6,
675,ENSG00000234776,143678,25.299076,C11orf94,
676,ENSG00000142185,7226,24.756824,TRPM2,
677,ENSG00000132692,63827,25.296564,BCAN,
678,ENSG00000154736,11096,24.754364,ADAMTS5,
679,ENSG00000110446,51296,25.296564,SLC15A3,
680,ENSG00000259083,ENSG00000259083,26.11972,,
681,ENSG00000105520,64748,24.761211,PLPPR2,
682,ENSG00000118855,64747,25.299076,MFSD1,
683,ENSG00000245293,101929595,25.304031,CYP2U1-AS1,
684,ENSG00000113303,79908,25.304031,BTNL8,
685,ENSG00000259269,ENSG00000259269,26.12737,,
686,ENSG00000175063,11065,24.356588,UBE2C,
687,ENSG00000229474,197135,25.304031,PATL2,
688,ENSG00000182667,50863,25.303982,NTM,
689,ENSG00000108798,51225,25.303558,ABI3,
690,ENSG00000134827,6947,25.303558,TCN1,
691,ENSG00000230532,ENSG00000230532,26.127375,,
692,ENSG00000174600,1240,24.351852,CMKLR1,
693,ENSG00000241106,3112,25.296564,HLA-DOB,
694,ENSG00000155366,389,25.296564,RHOC,
695,ENSG00000198821,919,24.356537,CD247,
696,ENSG00000272017,,,,True
697,ENSG00000261280,,,,True
698,ENSG00000133639,694,25.304031,BTG1,
699,ENSG00000070614,3340,24.76163,NDST1,
700,ENSG00000108179,10105,24.76163,PPIF,
701,ENSG00000234184,101927412,25.303982,LINC01781,
702,ENSG00000164674,94120,25.304031,SYTL3,
703,ENSG00000246214,101929524,25.303984,RETREG1-AS1,
704,ENSG00000181016,286006,25.299124,LSMEM1,
705,ENSG00000250072,ENSG00000250072,26.127375,SH3TC2-DT,
706,ENSG00000228215,ENSG00000228215,26.11972,LINC02770,
707,ENSG00000171604,51523,25.304031,CXXC5,
708,ENSG00000099256,56952,25.304031,PRTFDC1,
709,ENSG00000185291,3563,25.299076,IL3RA,
710,ENSG00000109272,5197,25.303558,PF4V1,
711,ENSG00000265750,ENSG00000265750,26.122366,,
712,ENSG00000180871,3579,24.351852,CXCR2,
713,ENSG00000131386,117248,25.303558,GALNT15,
714,ENSG00000250334,100506035,25.303984,LINC00989,
715,ENSG00000251131,ENSG00000251131,26.11972,,
716,ENSG00000169313,64805,24.754364,P2RY12,
717,ENSG00000214944,64283,24.761631,ARHGEF28,
718,ENSG00000086730,7462,25.304031,LAT2,
719,ENSG00000240747,100506243,25.299076,KRBOX1,
720,ENSG00000138185,953,24.756824,ENTPD1,
721,ENSG00000125434,399512,25.303984,SLC25A35,
722,ENSG00000223969,ENSG00000223969,26.127419,,
723,ENSG00000128294,8459,25.299124,TPST2,
724,ENSG00000185186,ENSG00000185186,26.12694,LINC00313,
725,ENSG00000065534,4638,24.761211,MYLK,
726,ENSG00000231680,ENSG00000231680,26.11972,LINC02723,
727,ENSG00000272491,ENSG00000272491,26.11972,,
728,ENSG00000272049,ENSG00000272049,26.12737,,
729,ENSG00000160867,2264,24.76163,FGFR4,
730,ENSG00000083845,6193,24.761679,RPS5,
731,ENSG00000260278,ENSG00000260278,26.127419,BMP2K-DT,
732,ENSG00000168502,23255,25.304031,MTCL1,
733,ENSG00000143947,6233,24.756868,RPS27A,
734,ENSG00000023902,51177,25.299124,PLEKHO1,
735,ENSG00000100083,26088,24.756868,GGA1,
736,ENSG00000143537,8751,25.303984,ADAM15,
737,ENSG00000166926,245802,25.303984,MS4A6E,
738,ENSG00000257017,3240,24.761631,HP,
739,ENSG00000162817,79762,25.299076,C1orf115,
740,ENSG00000165801,55701,25.303982,ARHGEF40,
741,ENSG00000257239,ENSG00000257239,26.12737,,
742,ENSG00000100321,9145,25.303982,SYNGR1,
743,ENSG00000171466,54811,25.303558,ZNF562,
744,ENSG00000137571,81796,25.296564,SLCO5A1,
745,ENSG00000272979,ENSG00000272979,26.122316,,
746,ENSG00000167553,84790,24.756824,TUBA1C,
747,ENSG00000231082,105378386,25.303558,LINC02655,
748,ENSG00000106263,8662,24.761211,EIF3B,
749,ENSG00000112561,7942,24.754364,TFEB,
750,ENSG00000088992,54997,25.296564,TESC,
751,ENSG00000082781,3693,25.299124,ITGB5,
752,ENSG00000026025,7431,24.761679,VIM,
753,ENSG00000105372,6223,24.356588,RPS19,
754,ENSG00000116701,4688,24.349392,NCF2,
755,ENSG00000197921,388585,25.296564,HES5,
756,ENSG00000024422,30846,25.304031,EHD2,
757,ENSG00000163017,72,24.756824,ACTG2,
758,ENSG00000174175,6403,25.303984,SELP,
759,ENSG00000223774,ENSG00000223774,26.127375,,
760,ENSG00000127663,23030,24.761211,KDM4B,
761,ENSG00000177706,56975,25.303558,FAM20C,
762,ENSG00000272604,ENSG00000272604,26.11972,,
763,ENSG00000160883,3101,25.296564,HK3,
764,ENSG00000242396,ENSG00000242396,26.127419,,
765,ENSG00000104888,57030,25.299076,SLC17A7,
766,ENSG00000214290,120376,25.299076,COLCA2,
767,ENSG00000106236,4885,25.303558,NPTX2,
768,ENSG00000198888,4535,24.351852,ND1,
769,ENSG00000155254,83742,25.299124,MARVELD1,
770,ENSG00000007264,4145,25.304031,MATK,
771,ENSG00000106853,22949,25.304031,PTGR1,
772,ENSG00000130725,9040,25.296564,UBE2M,
773,ENSG00000141682,5366,24.761631,PMAIP1,
774,ENSG00000268810,ENSG00000268810,26.12737,,
775,ENSG00000262211,ENSG00000262211,26.12737,,
776,ENSG00000186635,116985,25.303982,ARAP1,
777,ENSG00000082068,55100,25.303558,WDR70,
778,ENSG00000267886,ENSG00000267886,26.122366,,
779,ENSG00000235904,ENSG00000235904,26.11972,RBMS3-AS3,
780,ENSG00000126264,10870,25.296564,HCST,
781,ENSG00000260060,ENSG00000260060,26.127375,,
782,ENSG00000220201,100125288,25.299076,ZGLP1,
783,ENSG00000169896,3684,24.356537,ITGAM,
784,ENSG00000151789,79750,25.303982,ZNF385D,
785,ENSG00000120708,7045,25.303982,TGFBI,
786,ENSG00000133612,116988,24.761211,AGAP3,
787,ENSG00000188290,57801,25.303558,HES4,
788,ENSG00000005156,3980,24.761211,LIG3,
789,ENSG00000272555,ENSG00000272555,26.127419,,
790,ENSG00000101160,1522,24.756868,CTSZ,
791,ENSG00000145703,10788,25.299076,IQGAP2,
792,ENSG00000066923,10734,24.356588,STAG3,
793,ENSG00000145506,85409,25.299076,NKD2,
794,ENSG00000268375,ENSG00000268375,26.122316,,
795,ENSG00000013016,30845,25.299076,EHD3,
796,ENSG00000225936,ENSG00000225936,26.127375,,
797,ENSG00000225331,ENSG00000225331,26.127375,LINC01678,
798,ENSG00000068383,3632,25.303984,INPP5A,
799,ENSG00000177674,57085,25.303984,AGTRAP,
800,ENSG00000228261,ENSG00000228261,26.122366,ITPRIP-AS1,
801,ENSG00000039068,999,24.351852,CDH1,
802,ENSG00000100362,5816,25.304031,PVALB,
803,ENSG00000138639,83478,25.304031,ARHGAP24,
804,ENSG00000174437,488,24.356588,ATP2A2,
805,ENSG00000113209,26167,24.754364,PCDHB5,
806,ENSG00000167705,83547,25.299076,RILP,
807,ENSG00000270169,,,,True
808,ENSG00000260188,ENSG00000260188,26.127419,,
809,ENSG00000166340,1200,24.756824,TPP1,
810,ENSG00000167693,64359,25.304031,NXN,
811,ENSG00000178789,124599,25.296564,CD300LB,
812,ENSG00000196924,2316,24.756824,FLNA,
813,ENSG00000226367,93654,25.299124,ST7-AS2,
814,ENSG00000272372,ENSG00000272372,26.12694,,
815,ENSG00000143545,5872,24.761631,RAB13,
816,ENSG00000242498,348110,25.296564,ARPIN,
817,ENSG00000035862,7077,24.756868,TIMP2,
818,ENSG00000179832,727957,25.303558,MROH1,
819,ENSG00000205784,645432,25.303558,ARRDC5,
820,ENSG00000248752,ENSG00000248752,26.12737,,
821,ENSG00000161835,160622,25.304031,TAMALIN,
822,ENSG00000215458,284837,25.303984,AATBC,
823,ENSG00000103313,4210,24.761679,MEFV,
824,ENSG00000153113,831,25.299076,CAST,
825,ENSG00000197852,55924,25.296564,INKA2,
826,ENSG00000254980,ENSG00000254980,26.127419,,
827,ENSG00000166963,4130,25.296564,MAP1A,
828,ENSG00000206567,ENSG00000206567,26.11972,,
829,ENSG00000067082,1316,24.026028,KLF6,
830,ENSG00000239713,60489,24.756868,APOBEC3G,
831,ENSG00000135114,8638,24.756868,OASL,
832,ENSG00000164825,1672,24.35613,DEFB1,
833,ENSG00000185480,55010,25.303982,PARPBP,
834,ENSG00000204120,26058,24.76163,GIGYF2,
835,ENSG00000268812,91370,25.304031,LIF-AS2,
836,ENSG00000132475,3021,24.761679,H3-3B,
837,ENSG00000247473,100852407,25.303558,CARS1-AS1,
838,ENSG00000165233,84270,25.303558,CARD19,
839,ENSG00000265206,ENSG00000265206,26.127375,,
840,ENSG00000198886,4538,24.756824,ND4,
841,ENSG00000101017,958,24.356537,CD40,
842,ENSG00000238005,101927851,26.122316,LNCATV,
843,ENSG00000149273,6188,24.761631,RPS3,
844,ENSG00000174196,,,,True
845,ENSG00000173457,26472,25.296564,PPP1R14B,
846,ENSG00000149418,6768,25.303984,ST14,
847,ENSG00000105887,136319,25.303984,MTPN,
848,ENSG00000180767,166012,25.303558,CHST13,
849,ENSG00000168135,3761,25.304031,KCNJ4,
850,ENSG00000144677,10217,24.35613,CTDSPL,
851,ENSG00000237476,101928891,25.299124,LINC01637,
852,ENSG00000110436,6506,25.296564,SLC1A2,
853,ENSG00000273341,ENSG00000273341,26.122316,,
854,ENSG00000159423,8659,25.303982,ALDH4A1,
855,ENSG00000123933,10608,25.304031,MXD4,
856,ENSG00000070404,10272,24.754364,FSTL3,
857,ENSG00000155465,9056,25.299076,SLC7A7,
858,ENSG00000072135,26469,25.304031,PTPN18,
859,ENSG00000227165,283089,25.296564,WDR11-DT,
860,ENSG00000271659,ENSG00000271659,26.11972,,
861,ENSG00000047648,395,25.299076,ARHGAP6,
862,ENSG00000171552,598,24.761211,BCL2L1,
863,ENSG00000132965,241,25.299124,ALOX5AP,
864,ENSG00000138685,2247,24.756824,FGF2,
865,ENSG00000232973,285154,25.303558,CYP1B1-AS1,
866,ENSG00000268635,ENSG00000268635,26.127419,,
867,ENSG00000236030,,,,True
868,ENSG00000136378,11173,25.296564,ADAMTS7,
869,ENSG00000162889,9261,24.756868,MAPKAPK2,
870,ENSG00000135046,301,24.356537,ANXA1,
871,ENSG00000186431,2204,24.76163,FCAR,
872,ENSG00000263164,ENSG00000263164,26.12737,,
873,ENSG00000233153,100505877,25.303984,UBE2E2-DT,
874,ENSG00000179583,4261,25.303984,CIITA,
875,ENSG00000258256,ENSG00000258256,26.11972,,
876,ENSG00000153207,25909,24.756868,AHCTF1,
877,ENSG00000108039,7511,25.296564,XPNPEP1,
878,ENSG00000144040,94097,25.296564,SFXN5,
879,ENSG00000237772,ENSG00000237772,26.127419,LINC02631,
880,ENSG00000166086,83700,24.761211,JAM3,
881,ENSG00000163430,11167,25.299076,FSTL1,
882,ENSG00000236968,ENSG00000236968,26.12737,,
883,ENSG00000100053,1417,25.303984,CRYBB3,
884,ENSG00000100034,9647,24.35181,PPM1F,
885,ENSG00000140836,463,24.756824,ZFHX3,
886,ENSG00000114656,57501,25.304031,CFAP92,
887,ENSG00000226438,ENSG00000226438,26.127419,,
888,ENSG00000178150,163071,25.299124,ZNF114,
889,ENSG00000197046,284266,24.756868,SIGLEC15,
890,ENSG00000173253,10655,24.761211,DMRT2,
891,ENSG00000258413,ENSG00000258413,26.122316,FBXO34-AS1,
892,ENSG00000138641,8916,24.754364,HERC3,
893,ENSG00000155530,136332,25.296564,LRGUK,
894,ENSG00000165959,79789,25.304031,CLMN,
895,ENSG00000143839,5972,25.303982,REN,
896,ENSG00000244055,ENSG00000244055,26.12737,,
897,ENSG00000236202,100873937,25.303982,GRM7-AS1,
898,ENSG00000260872,,,,True
899,ENSG00000005381,4353,25.303984,MPO,
900,ENSG00000162383,6512,25.304031,SLC1A7,
901,ENSG00000172346,27254,25.304031,CSDC2,
902,ENSG00000059377,6916,24.754364,TBXAS1,
903,ENSG00000205740,ENSG00000205740,26.12694,,
904,ENSG00000173621,78999,25.303558,LRFN4,
905,ENSG00000165168,1536,24.756824,CYBB,
906,ENSG00000245848,1050,24.351852,CEBPA,
907,ENSG00000074660,8578,25.303984,SCARF1,
908,ENSG00000131849,7691,25.303558,ZNF132,
909,ENSG00000269934,ENSG00000269934,26.127419,,
910,ENSG00000185332,284186,25.304031,TMEM105,
911,ENSG00000105251,56961,25.296564,SHD,
912,ENSG00000133112,7178,25.299076,TPT1,
913,ENSG00000101333,5332,25.299076,PLCB4,
914,ENSG00000152433,284306,25.299076,ZNF547,
915,ENSG00000136689,3557,24.349392,IL1RN,
916,ENSG00000073861,30009,24.351852,TBX21,
917,ENSG00000130881,4037,25.303558,LRP3,
918,ENSG00000148803,282969,25.304031,FUOM,
919,ENSG00000147459,80005,24.356588,DOCK5,
920,ENSG00000197540,3004,24.754364,GZMM,
921,ENSG00000237803,ENSG00000237803,26.122366,LINC00211,
922,ENSG00000165457,2350,25.303984,FOLR2,
923,ENSG00000158517,653361,24.761631,NCF1,
924,ENSG00000185630,5087,25.303558,PBX1,
925,ENSG00000140939,8996,24.756824,NOL3,
926,ENSG00000178175,167465,24.754364,ZNF366,
927,ENSG00000147394,7739,24.754364,ZNF185,
928,ENSG00000064652,28966,25.303558,SNX24,
929,ENSG00000105146,6795,25.303558,AURKC,
930,ENSG00000121766,51538,25.299076,ZCCHC17,
931,ENSG00000196559,,,,True
932,ENSG00000243955,2938,25.299124,GSTA1,
933,ENSG00000101040,23613,24.761679,ZMYND8,
934,ENSG00000125388,2868,24.356588,GRK4,
935,ENSG00000169442,1043,25.299076,CD52,
936,ENSG00000162144,220002,25.299076,CYB561A3,
937,ENSG00000116786,23207,25.304031,PLEKHM2,
938,ENSG00000006756,414,25.304031,ARSD,
939,ENSG00000186891,8784,24.76163,TNFRSF18,
940,ENSG00000212747,441518,24.76163,RTL8B,
941,ENSG00000270115,ENSG00000270115,26.12737,,
942,ENSG00000112715,7422,24.028452,VEGFA,
943,ENSG00000229582,ENSG00000229582,26.122366,,
944,ENSG00000111716,3945,24.028452,LDHB,
945,ENSG00000257275,ENSG00000257275,26.127375,,
946,ENSG00000262202,ENSG00000262202,26.11972,,
947,ENSG00000272632,ENSG00000272632,26.12694,,
948,ENSG00000165025,6850,24.35613,SYK,
949,ENSG00000110799,7450,25.304031,VWF,
950,ENSG00000171794,8433,25.304031,UTF1,
951,ENSG00000253199,286114,25.296564,LINC02153,
952,ENSG00000153064,55024,25.296564,BANK1,
953,ENSG00000157657,114991,25.303984,ZNF618,
954,ENSG00000177954,6232,25.303984,RPS27,
955,ENSG00000214357,54492,25.303558,NEURL1B,
956,ENSG00000231102,ENSG00000231102,26.12694,,
957,ENSG00000158856,2039,25.303982,DMTN,
958,ENSG00000233554,ENSG00000233554,26.12737,B4GALT1-AS1,
959,ENSG00000243709,10637,25.303982,LEFTY1,
960,ENSG00000233643,ENSG00000233643,26.11972,LINC02625,
961,ENSG00000117318,3399,24.756868,ID3,
962,ENSG00000197780,6884,25.299124,TAF13,
963,ENSG00000081189,4208,25.303982,MEF2C,
964,ENSG00000197747,6281,24.76163,S100A10,
965,ENSG00000114315,3280,25.296564,HES1,
966,ENSG00000132334,5791,25.303984,PTPRE,
967,ENSG00000263787,ENSG00000263787,26.127375,SKAP1-AS1,
968,ENSG00000109586,51809,25.296564,GALNT7,
969,ENSG00000272663,ENSG00000272663,26.11972,PPP1R21-DT,
970,ENSG00000236403,ENSG00000236403,26.127419,,
971,ENSG00000123570,51209,25.299076,RAB9B,
972,ENSG00000253506,342538,25.299076,NACA2,
973,ENSG00000140932,146225,25.303558,CMTM2,
974,ENSG00000186815,53373,24.761679,TPCN1,
975,ENSG00000205726,6453,25.304031,ITSN1,
976,ENSG00000198909,4215,24.761679,MAP3K3,
977,ENSG00000135476,9700,25.299124,ESPL1,
978,ENSG00000235358,ENSG00000235358,26.122366,,
979,ENSG00000196517,6536,24.761211,SLC6A9,
980,ENSG00000233922,105372840,25.296564,LINC01694,
981,ENSG00000004399,23129,25.299076,PLXND1,
982,ENSG00000093134,55350,7.9860725,VNN3P,
983,ENSG00000260805,ENSG00000260805,26.12694,,
984,ENSG00000198478,83699,25.303984,SH3BGRL2,
985,ENSG00000213719,1192,25.296564,CLIC1,
986,ENSG00000100364,23313,25.296564,KIAA0930,
987,ENSG00000255931,ENSG00000255931,26.122366,,
988,ENSG00000231437,643355,25.303558,LINC01750,
989,ENSG00000189316,441239,26.127419,LOC441239,
990,ENSG00000128274,53947,25.303982,A4GALT,
991,ENSG00000130429,10095,24.761679,ARPC1B,
992,ENSG00000133401,23037,25.303984,PDZD2,
993,ENSG00000124302,64377,25.303982,CHST8,
994,ENSG00000167522,29123,24.761631,ANKRD11,
995,ENSG00000148834,9446,24.76163,GSTO1,
996,ENSG00000246379,283856,25.303982,GNAO1-DT,
997,ENSG00000148655,83938,25.303982,LRMDA,
998,ENSG00000166707,644353,25.296564,ZCCHC18,
999,ENSG00000142937,6202,24.756868,RPS8,
